50
-0.619047 -0.079928 0.129699 0.770435
-0.806321 -0.149404 0.272951 -0.503013
0.058371 -0.844650 -0.150116 -0.510513
-0.490365 -0.656352 -0.300389 0.488375
0.121027 -0.283585 0.700184 0.643952
0.434196 -0.829302 -0.037166 -0.349787
-0.747351 -0.598762 0.145441 -0.248592
-0.260137 -0.525940 0.117896 -0.801135
0.519482 -0.415037 -0.709564 -0.233244
0.031853 0.823834 -0.559531 -0.084899
-0.030068 0.171655 -0.123021 -0.976983
-0.576591 0.498096 0.647639 -0.002539
-0.474058 0.773695 0.137598 -0.397153
-0.076464 -0.243170 0.959655 -0.118673
0.127245 0.264653 0.926715 -0.234452
0.004407 0.080160 0.556452 0.826992
0.242893 -0.109734 0.735796 0.622548
-0.498663 -0.486500 -0.287937 0.657073
-0.553108 -0.159079 -0.452222 0.681367
-0.665326 0.456391 -0.221285 0.547797
-0.659316 -0.001582 -0.751755 -0.012829
0.492002 0.557161 -0.527428 -0.411492
0.823847 0.172785 -0.463052 -0.277497
0.636716 -0.130336 0.491038 0.580075
0.238515 -0.477174 0.737562 0.414026
-0.173308 -0.869548 0.436894 0.151571
0.593910 -0.419299 0.287851 -0.623378
0.695614 -0.667402 -0.122611 0.235928
0.821441 -0.034810 0.504720 0.263212
0.846734 0.311363 -0.207877 -0.377997
-0.135269 0.327073 -0.529976 -0.770617
0.665006 0.036843 -0.745928 -0.000083
0.769289 -0.186286 -0.445367 -0.418498
-0.435382 -0.690211 -0.308076 -0.489021
-0.773111 0.166433 -0.473561 -0.387736
-0.873653 -0.293276 0.013471 -0.387994
-0.450525 -0.440339 0.753255 0.189038
-0.542385 0.438208 0.563585 0.442904
-0.672225 -0.032403 -0.723005 0.155975
-0.485504 -0.091132 -0.505311 -0.707560
-0.706414 0.446809 -0.459150 -0.300868
-0.616987 -0.139376 0.223023 0.741729
0.386750 -0.552279 0.546861 0.496342
-0.722219 -0.564601 -0.212291 0.338463
-0.676947 -0.166900 0.309988 -0.646371
-0.743554 -0.032638 0.036990 -0.666854
0.116216 0.356774 0.696721 -0.611380
-0.412522 0.631724 0.504952 0.419254
-0.248874 0.755197 0.575767 -0.190347
0.503277 -0.203262 0.828215 0.139486
