66
0.042544 -0.993472 0.000000 0.105846
-0.165252 -0.985987 0.000000 0.022854
0.158705 -0.986254 0.000000 -0.046002
-0.095688 -0.990170 0.000000 -0.102015
-0.333588 -0.941810 0.000000 -0.041393
-0.358933 -0.931287 0.000000 0.062219
-0.195314 -0.974198 0.000000 0.113100
-0.368469 -0.869510 0.000000 0.328913
-0.590185 -0.717280 0.000000 0.370393
-0.722535 -0.485172 0.000000 0.492495
-0.695191 -0.553339 0.000000 0.458830
-0.759608 -0.622460 0.000000 0.188521
-0.718022 -0.530812 0.000000 0.450203
-0.669336 -0.540915 0.000000 0.509314
-0.782984 -0.380541 0.000000 0.492062
-0.842598 -0.388667 0.000000 0.372783
-0.904061 -0.415122 0.000000 0.101719
-0.990024 -0.140291 0.000000 -0.013044
-0.980925 -0.136913 0.000000 -0.137989
-0.937249 -0.206472 0.000000 -0.280950
-0.891337 -0.447658 0.000000 -0.071559
-0.886795 -0.456475 0.000000 0.072284
-0.709286 -0.694821 0.000000 0.118897
-0.805832 -0.581969 0.000000 0.109304
-0.706041 -0.577475 0.000000 0.409913
-0.854452 -0.503181 0.000000 0.129311
-0.702748 -0.650698 0.000000 0.287641
-0.567687 -0.612696 0.000000 0.549850
-0.488997 -0.433242 0.000000 0.757089
-0.532882 -0.261625 0.000000 0.804729
-0.393579 0.026079 0.000000 0.918921
-0.628671 0.060210 0.000000 0.775337
-0.619710 -0.133803 0.000000 0.773341
-0.483835 -0.269608 0.000000 0.832596
-0.395897 -0.569621 0.000000 0.720276
-0.174109 -0.712930 0.000000 0.679276
0.088345 -0.681784 0.000000 0.726200
0.324907 -0.484067 0.000000 0.812474
0.336550 -0.247979 0.000000 0.908427
0.347381 -0.356639 0.000000 0.867257
0.308650 -0.180915 0.000000 0.933812
0.016008 -0.007820 0.000000 0.999841
-0.102671 -0.169969 0.000000 0.980086
-0.247599 0.066411 0.000000 0.966584
-0.433781 0.044902 0.000000 0.899899
-0.566629 0.283259 0.000000 0.773754
-0.558579 0.442048 0.000000 0.701842
-0.606600 0.509655 0.000000 0.610155
-0.809496 0.315530 0.000000 0.495134
-0.896757 0.247175 0.000000 0.367058
-0.807237 0.064589 0.000000 0.586683
-0.614307 0.106829 0.000000 0.781802
-0.710744 0.172363 0.000000 0.682008
-0.734468 -0.156245 0.000000 0.660412
-0.591603 -0.334345 0.000000 0.733634
-0.645745 -0.563567 0.000000 0.515176
-0.466000 -0.681795 0.000000 0.563915
-0.432815 -0.519429 0.000000 0.736794
-0.378106 -0.426472 0.000000 0.821680
-0.395628 -0.529080 0.000000 0.750702
-0.517863 -0.690235 0.000000 0.505364
-0.396547 -0.509264 0.000000 0.763807
-0.531626 -0.592445 0.000000 0.605296
-0.672189 -0.607620 0.000000 0.423037
-0.526071 -0.824350 0.000000 0.209037
-0.269420 -0.961084 0.000000 0.061082
